Compound,Tc
Nd12Co6Pb,194.0
UNi2,23.0
Y3(CrFe)29,410.0
Y2Cr2Fe15,368.0
Dy5(In2Ni)2,105.0
MnN,368.0
Gd55Al18Zn2Ni25,84.0
InNi2,276.0
MnCoP,600.0
MnFeP,282.5
Lu3Co7.77Sn4,63.0
Dy2MnCoO6,88.0
Sm2MnCoO6,123.0
Gd3Al2Ni6H8.6,69.0
GdCoC,16.0
Fe0.05Sn0.95O2,485.0
La1Fe10.84Co0.66Si1.2Ni0.3,294.0
La1Fe10.94Co0.66Si1.2Ni0.2,285.0
La1Fe11.04Co0.66Si1.2Ni0.1,272.0
Sr1Mn0.5Ir0.5O3,110.0
Tb3(CrFe)29,477.0
GdMg,110.0
Ca1.6La1.4Mn2O7,172.0
Nd13Dy2Fe77(BC3)2,590.0
CoSiNi2,900.0
Sm0.8Tm0.2Co5.2,965.0
Ce1.3Pr0.7Co7,214.0
Fe2CoAs,1013.0
MnFe2As,488.0
ZrFe3,550.0
Ni5W,365.0
Ni9W,77.0
Mn(CoO2)2,166.0
Mn3ZnO4,40.0
Mn2Ga2Ni,348.0
Ca1.6La1.2Sm0.2Mn2O7,85.5
Ca1.6La1.2Nd0.2Mn2O7,78.0
Ca1.6La1.2Pr0.2Mn2O7,92.5
Ba2FeMoO6,330.0
Ba1.2Sr0.8Fe1Mo1O6,330.0
DyFe5(BiO6)2,563.0
Cr2Co0.75Ni0.25O4,76.8
Cr2Co0.5Ni0.5O4,56.1
SmFe2,674.5
NdPd,15.0
Zr7Fe13,255.0
Tb7Rh3,73.0
Fe2Co2Si,1000.0
Gd6Mn23,468.0
YNbFe41B7,416.0
GdNbFe41B7,450.0
Ti0.1Fe2.9O4,798.0
Cr1.11Fe1.9O4,533.0
Ho6MnBi2,200.0
Ho6CoBi2,70.0
Ho6FeBi2,54.0
VSe2,455.0
Fe5SiC,780.0
Fe3Ge2,230.0
Fe0.019Ge0.981,300.0
Zr0.3Fe1.7Co1O4,813.0
Nb3Fe73.5Cu1Ge15.5B7,664.0
MnFeGe,163.0
Zn15NiO15,326.8
Ga17Fe83,988.0
Ga21Fe79,954.0
Co0.4Ni3.55,800.0
Y1Fe9.5Mo2.5,298.5
Y(Fe3Mo)3,180.0
Y(Fe5Mo)2,345.0
Zn0.5Fe2Co0.5O4,400.5
HoCoC2,9.8
LaTiO3,150.0
Mn0.08Ga0.92,173.0
AlNi3,41.0
Fe2Co3,1283.0
CeCo4B,280.0
Ho(MnSn)6,376.0
MnV2O4,58.0
In0.95Ni3C1,577.0
Co2NiO4,300.0
Fe4Ni4N,720.0
Fe2Ni2N,441.0
Pr1Fe1.9,521.0
Dy1Fe1.9,636.0
MnFePt,570.0
CeCo5,653.0
0.05Sr0.4Pr0.55Mn1O3,303.0
La0.5Pr0.5Fe11.44Si1.56H1.6,320.0
VGeRu2,126.0
Sr0.4Nd0.6Co1O3,200.0
CeNd(TiFe11)2,593.0
NdY(TiFe11)2,595.0
TmGa,15.0
Mn12Ga11Co2Cu2Ni23,393.0
Mn28.5Ga21.7Ni49.8,368.0
Ho(AlFe)6,315.0
Nd9Fe85B6,440.0
Ca0.21La0.7Mn1Ag0.09O3,263.0
Sr0.3La0.56Ce0.14Mn1O3,357.0
FeO,535.5
TbGaRh,22.0
GdGaRh,58.0
NdGaRh,9.0
YCo3,297.5
LuCo3,378.0
Gd2Fe14B,658.1
SmCo7,1043.0
Sm(FeCo)7,910.0
PrNi,20.5
Tb0.75Dy0.25Ni2,32.3
Tb0.5Dy0.5Ni2,28.1
Tb0.25Dy0.75Ni2,23.9
Mn0.41In0.59As1,1.6
ZrTiCoSn,1648.0
Tb0.8Sm0.2Fe2,673.0
La1Mn1.5Ni0.5Bi1O6,75.0
La1.6Mn1Ni1Bi0.4O6,255.0
La1Co9.2Si3.8,79.0
La1Co9.1Si3.9,36.0
Tb1Mn1.3Fe0.7,220.0
Li0.88Fe0.2736H1Se1O1,10.0
Er55(Al3Cu2)9,11.0
La1Fe11.5Si1.5Ni11.5,200.0
Co3C,563.0
Mn5SiB2,480.0
Mn1Fe0.08Co0.92Ge1,24.0
La0.7Y0.3Fe1O3,710.0
LaFeO3,730.0
HfCo7,773.0
ErNiBC,5.0
Cr23.5Co16.5,345.8
Cr25.5Co14.5,282.8
Cr24.5Co15.5,313.7
PrCu,583.0
CrFeCoCuNi,118.0
ZrNi5,647.0
GdInPt4,20.0
Fe13Ni7,920.0
Gd2MnNiO6,128.0
MnS2,225.0
MnAsRu,600.0
Hf2CrIn,1213.0
Hf2CrGa,832.0
Hf2AlCr,362.0
MnCoGeRh,760.0
EuGe2,23.0
MnGaFe2,185.0
Mn0.242Ga0.254Fe0.504,800.0
Ti(FeS2)2,285.0
Ca0.35La0.65Mn1O3,268.4
TlCrSe2,105.0
TlCrS2,90.0
Ce1Mn0.5Fe2,167.0
Ce1Mn0.5Fe1.5,230.0
Tb0.67Au0.33,130.0
SiNi8B,180.0
Ba0.3La0.7Mn1O3,336.0
PrCo4B,463.0
Sr0.45Nd0.55Mn1O3,273.0
Gd0.65Dy0.35,253.0
Gd0.3Dy0.7,213.0
Gd0.27Ho0.73,173.0
Zn0.8Fe2Co0.2O4,283.0
Cr2CuTe4,330.0
Nd6Co1.67Si3,84.0
Gd5Ni0.71Bi2.29,162.0
CaNdCo4,5.0
Al17.65Cr11.76Fe23.53Co47.06,1061.0
Ba2Er2CuPtO8,25.0
Er3AlCu,13.3
U(Fe5Si)2,641.5
Ce0.3Nd0.7Y1Fe17,301.0
Ta2Fe21(Co7B2)3,637.5
SnSe2,182.5
Ce0.4Sm0.6Co5,905.0
Ce0.6Sm0.4Co5,868.0
Ce0.5Sm0.5Co5,886.5
MnCu(BiO3)2,340.0
EuInPt4,53.0
Pr(FeAs3)4,18.0
Hf0.875Ta0.125Fe1.98,303.0
Fe50.4Rh49.6,675.0
Al1.5Cr1Fe2Co4,1061.0
Nd9(Fe11B2)7,563.0
Y(Fe5Si)2,558.0
Pr(MnGe)2,334.0
Gd6Co4.85,219.0
Co2B,433.0
Fe1.35Co0.55B1W0.1,729.0
Fe1.4Co0.6B1,717.0
Sm3Fe22,473.0
Pr1Mn1.5Co0.5Ge2,138.0
La0.6Ce0.4Fe11Si2,210.0
CeNiSb2,6.0
Nd3(Fe31B7)2,483.0
Nd2Fe23B3,654.0
DyZn,135.0
HoMnCo2,248.0
Gd2Y5Pd3,150.0
EuNbNO2,6.2
Ca0.1La0.9Mn0.1Zn0.9As1O1,13.0
Sr1.66La1.34Mn2O7,118.0
YCo2,603.0
DyFeCo,473.0
Tb0.15Ho0.85Fe2,645.0
Tb0.15Ho0.85Mn2,30.0
Ti0.5Cr0.5N1,135.0
Gd21.6Fe67.8Co10.5,500.0
MnFeCoAs,928.0
Mn2B,350.0
Mn2O3,192.5
Mn5O8,131.0
MnCdGeP2,320.0
FeF2,78.0
CrSiTe3,32.0
Fe36.75Co36.75Si13.5Cu1B9Mo3,728.0
Nb3Fe36.75Co36.75Si13.5Cu1B9,733.0
U1Co0.5Sb2,64.5
U1Cu0.9Sb2,113.0
FeB,278.5
Tb2AlCo2,102.0
LaCr2Si2C,30.0
Hf2Co7,395.0
Tb0.26Gd0.74,274.0
Dy0.2Sc0.8Ni2,4.5
Sm0.61Zr0.4V0.96Fe11.03,599.0
Hf7ZrFe89B3,600.0
Hf7ZrAl3Fe89,610.0
Sm1V2.2Co9.8,360.0
SrFeWO6,500.0
Ca1.9La0.1Mn1Ir1O6,110.0
Ca1.5La0.5Mn1Ir1O6,140.0
Zn0.4Fe2.6O4,624.0
Fe7C3,523.0
MnCo(BiO3)2,800.0
Cr2.2Co0.1Cu0.78Se4,362.0
Ta1Fe0.25S2,160.0
MnSnRh2,411.75
Ba0.2La0.8Mn1O3,260.0
Ba0.1La0.9Mn1O3,165.0
CeFeB,440.0
ZrCo,750.0
Mn5Si2,300.0
BaFe15O23,795.0
Zn0.96Co0.04O1,750.0
Cr1I1.5Cl1.5,22.0
Cr1I1.5Br1.5,43.0
Cr4Co36Si3B7,483.0
TbGa7Fe5,398.7
Tb(GaFe)6,498.85
AlFe3N,770.0
ZnFe3N,762.0
Y2Co7,664.0
Ba0.25Nd0.75Mn1O3,129.0
Sm2Fe14C,588.0
Sm14Fe79C7,444.0
Tm4MgPt,4.5
Tm4MgPd,6.0
Eu4MgPd,150.0
Er4MgPt,21.0
Zn0.4Fe1.6Mo1O4,265.0
Fe2MoO4,348.0
MnSnTe,6.0
FeCoSiNiB,943.0
Er3Si11Pt23,3.395
Gd3Si11Pt23,42.0
Er3VFe28,408.0
Gd3V1.5Fe27.5,527.0
Cd0.9375Co0.0625Te1,328.85
Cd0.9375Co0.0625Se1,379.44
Cd0.9375Co0.0625S1,493.28
Dy11(Ni10C)6,4.8
Gd5Si1.7Ge2.3,241.0
Gd5Si1.65Ge2.35,222.0
V4Fe,200.0
V11Fe3,340.0
V11Fe6,700.0
GaFe2Ni,593.1
Gd11Fe(CoSi)4,308.0
Dy2Ge2Ru,61.8
Mn2ZnO4,1298.0
BaFeO3,250.0
CrN,600.0
FeCo14Si3B2,637.0
Nd2FeCo6,680.0
Nd2Co7,609.0
ZnFe2NiO4,843.0
Sm3Cr6Fe6.9Co16.1,607.0
Sm3Cr6.5Fe4.5Co18,566.0
Sm3Cr7Fe2.2Co19.8,440.0
CrFeCo,1023.0
MnNiO3,451.0
TbCu7,483.0
PrSmCo5,923.0
GdCo3,612.0
Ca0.3La0.7Mn0.95Co0.05O3,195.0
1La1Fe1.33W0.67O6,500.0
Ba0.33La0.67Mn0.85Sn0.15O3,288.0
Er2Cr2C3,7.0
Er2Mo2C3,8.0
Ho2Mo2C3,13.5
Mn1.1Fe0.9Ge0.2P0.8,251.0
DyCoC2,9.7
HoAl2,30.75
VTe2,553.0
Sr1In0.1Fe11.9O19,670.0
Gd0.06Ga0.94N1,400.0
La0.04Al0.5Zn0.4Fe1.46Co0.6O4,790.0
Mn2GaCo,725.0
MnO2,64.0
DyCo2B2C,7.7
TbCo2B2C,5.3
GdCo2B2C,17.2
Cr2Ni22W,77.0
Cr2AsP,794.0
Mn25(Ga12Fe13)3,200.0
Y3Fe5O12,545.0
Mn3CuN,143.0
YCo2H3,500.0
Mn1Co1Si0.5Ge0.5,374.0
ZrCr,778.0
ZrCrMo,648.0
VFeCo,1143.0
YVFeCo,1153.0
Nd1Fe9Si2C0.5,338.0
UH3,174.0
Zr2Co1H4.8,128.0
Ce2Ga2Fe15,406.0
Ce2Fe17,229.0
FeCu,590.0
Fe2Cu3,450.0
Dy3Al2,94.0
LiEuF3,631.0
Fe17B3,630.0
Sr0.35Sm0.65Mn1O3,85.0
RbMn,12.0
Sr1.6La1.4Mn2O7,100.0
La1Mn0.5Fe0.5O3,380.0
Gd13Zn2Fe5,288.0
Lu2Fe17,470.0
Tb1Ga1.7Fe0.3,34.0
TbFe3,561.0
Fe22Si3,953.0
Eu1Al2.75Zn1.25,25.0
EuZnGa3,14.0
Pr29(Al3Fe4)3,227.5
Nd6AlFe3,50.0
Mn19.6Ga25.4Ni55,307.0
Mn20.6Ga24.4Ni55,309.0
Fe0.82Ni0.18,673.0
Nb4Fe72Si4.8B19.2,593.0
GdAlCu,82.5
GaFe,935.5
Mn3Fe10Ni7,242.0
Nb4Fe36Co36Si5B19,719.0
CrCuO2,285.0
Gd20Si3B2,128.5
Mn2CoO4,186.0
Mn2Sn,250.0
Y3Al2(FeO4)3,225.0
Eu7Cu44As23,17.0
ErN,4.7
La1Mn0.5Co0.5O3,218.5
Fe3.8Co69.7Ni1B15Mo1.5,700.0
HoB2,15.0
La1Fe11.5Si1.5,131.5
La1Mn0.3Fe11.2Si1.5N3,374.0
Fe2.94B1Mo0.06,780.0
Sr1.5Pr0.5Co1O4,200.0
Mn54.5Ga45.5,578.0
Mn54.5Al45,644.0
La1Fe10.8Co0.8Si1.4,285.0
La1Fe11.5Co0.1Si1.4,202.0
Fe3Co,1038.0
Gd1Fe2H3.3,469.0
NdFe9Si2,405.0
Sr1.2La0.8Fe1Ir1O6,700.0
Pr5Co19,690.0
GdMn5(Ga2Ni5)2,362.0
SmB2Ru3,45.0
TbCo,503.0
La1.7Fe11.6Si1.4,181.0
Sr0.3La0.7Mn0.9Cu0.1O3,320.0
Mn0.05Ga0.95As1,110.0
La1Fe10.8Si2.2,242.0
Pr6AlFe3,548.0
Sc1Fe1.5Si0.5,145.0
Sc1Fe1.7484Si0.1116,570.0
ScFe2,545.0
Sc1Fe1.92,620.0
CoBi,493.0
Mn0.84Ga1.02Ni2.14,343.0
Fe35(Si2C3)3,500.0
Fe4Si,865.0
GdGeRu,72.0
ErGeRu,8.0
HoGeRu,40.7
SmGeRu,45.0
Ce1Fe10.5Mo1.5,341.0
Ti0.2Fe1.6Co1.2O4,745.0
Zr0.2Fe1.6Co1.2O4,718.0
YFe11Mo,471.0
DyFe11Mo,490.0
ErAl2Ni,5.0
HoAl2Ni,7.5
GdFe11Re,518.0
Nd3Zr(Fe22B)2,248.0
FeCo72,721.0
FeCo76,778.0
CrFeSe,412.0
GdAl2Ni,39.0
Mn3AlC,288.0
GdAlFe,275.0
DyFe2,635.25
Ba0.3Fe12Pb0.7O19,719.0
Ba0.9Fe12Pb0.1O19,708.0
Er0.97Co2,46.0
Dy2Fe14B,594.1
Nd1Hf0.2Co6.8,1065.0
Mn1.25Sb1Pt0.75,542.5
MnSbPt,555.0
MnCr2O4,43.45
Ti0.5Fe2Co0.5Si1,790.0
Mn0.25Al0.25Fe1Co1Ni1,1075.5
Pr8Nb4.92Fe38.54Co38.54B10,923.0
Pr4Fe43B3,573.0
GdCd,234.0
EuN,120.0
Nd2V1.4Fe12.6B1,415.0
Nd5V7Fe38,593.0
Nb5Al4Fe78CuB12,450.0
Sm(TiFe)12,550.0
Tb0.5Pr0.5Fe1.9,636.0
Tb0.5Pr0.5Fe0.7Co0.3,700.0
Tb0.5Pr0.5Fe0.4Co0.6,634.0
Eu4Au,85.0
La0.94Mn1Bi0.06O3,209.0
La0.8Mn1Bi0.2O3,167.0
UGa7Fe5,439.0
UAl5Fe7,363.0
UAl7Fe5,268.0
GaFe3,1059.0
PrCo9Si4,24.0
Zr18Co77Mo5,723.0
Dy(MnGe)2,40.0
Dy1Mn1.5Cu0.5Ge2,79.0
Cr5.5Co94.5,1165.0
Cr14.3Co85.7,830.0
BaLa(CoO3)2,178.0
Sm0.6Gd0.3Dy0.1Co5,869.0
Sm0.6Gd0.4Co5,825.0
LaCoAsO,66.0
Y1V9.66Fe9.66,439.0
MnGaAsP,70.0
Sr0.23La0.77Mn1O3,333.0
Gd4Mn,278.0
Fe(Bi5O8)5,227.0
VCrFe2,316.0
NbFe38B11,14.0
Nd10.4Dy2.6Fe70.875Co10.125B6,688.0
DyHoCo,35.0
Ga2FeCo,169.0
MnGa2Co,25.0
MnGa2Ni,330.0
Ga2FeNi,150.0
ErInNi,9.0
Cr0.02In0.98N1,350.0
Gd0.2Sc0.8Ni2,13.6
Ca0.27La0.7Mn1Ag0.03O3,263.0
U3(FeGe)4,18.0
U3Sn7,80.0
USn,49.0
U5Sn4,62.0
USnGe,40.0
Nd(AlFe)2,260.0
Mn2P,370.0
NdAl2,76.5
TmAl2,6.0
La1Fe1.5Ni3.5,250.0
Hf2Co11B,773.0
Mn1.08Bi1,473.0
Er2Al17,6.0
Mn2GaRu,272.0
Mn2GeRu,303.0
Sr0.3La0.55Ce0.15Mn1O3,356.0
Y1Mn6In0.99Sn5.01,297.0
Y1Mn6In0.24Sn5.76,323.0
Sc1Mn6In0.96Sn5.04,357.0
Sc1Mn6Sn5.69,377.0
Mn0.1Sn0.9O2,300.0
Co0.05Sn0.95O2,600.0
Mn0.02Cr0.13Sn0.85O2,565.62
Mn0.02Cr0.15Sn0.83O2,663.55
Gd17Cu8,140.0
SrFe15O23,760.0
Fe81Si4(B6C)2,693.0
CrCl3,66.0
Ta4.3Fe12.4Co28.6B8.7O46,600.0
ZrMnCo2,600.0
MnCo,925.0
AlCr2C,73.0
Cr2GeC,0.0
Tm2(Al3Co)3,2.0
Nd1.8Dy0.2Fe10.5Co3.5B1,798.0
Gd23Co77,433.0
CrGaN,650.0
MnAlFe2,150.0
Zr5Mn2Fe41B2,262.0
Sm2TiFe7,577.0
Mn1Si1.7,47.0
MnPt3,375.0
Pr2Fe14C,513.0
NdAl2Ni3,253.0
MnZnSb,302.0
Lu2Fe14B,516.0
U3NbSb5,107.0
HfU3Sb5,141.0
ZrU3Sb5,135.0
EuTiO3,4.0
CrFeCoGe,866.0
Sr0.15Ca0.15La0.7Mn1O3,325.0
Gd12Ga3Ni5,140.0
GdGaNi4,21.0
GdGa2Ni3,18.0
Co3(SnS)2,175.5
Pr9Fe86B5,579.0
Nd9Fe86B5,560.0
DyAlCo4,479.0
DyCo5,968.5
FeNiS,874.5
Ba0.34La0.66Mn1O3,340.0
Fe2SnSe4,301.0
Fe2GeTe4,149.9
Mn0.05Si0.45Ge0.55,160.0
Y1Fe0.45Co2.55,967.0
Gd5Si2.7Ge1.3,304.0
Ba1Cr3.4Fe8.6O19,465.0
TiAlPd2,900.0
Y13Ho15(Al6Co5)2,20.0
La1Fe11.44Si1.56,197.5
Sm(FeSi)2,3.5
GdAlNi,59.0
FeCoNiPd,955.0
YbCuGe,8.0
CoH3C3(IO3)2,14.95
FeH3C3(IO3)2,19.0
La1Fe11.7Co0.195Si1.105,198.0
Gd25MnCo24,261.5
Sm1Co2.5Cu2.5,473.0
CePd,6.5
Mn2SnRu,272.1
NbFeCoCuNiB,1223.0
Sm(FeP3)4,1.6
Fe2SiRu,767.0
Ce(BIr)2,6.0
MnGe4,340.0
NdIr3,10.6
Pr2(AlFe)17,357.5
Ba2CrWO6,145.0
Ba2CrMoO6,335.0
CeTiGe3,14.0
Tb0.36Dy0.64Fe1.8Co0.2,689.7
Tb0.36Dy0.64Fe2,660.1
Tb0.3Dy0.7Fe2,656.3
Fe10Si2B3,713.0
Ni3Pt,388.0
Tm0.1Sn0.9O2,320.0
Dy0.1Sn0.9O2,350.0
Zr3Fe22,232.0
Zr0.3Mn53Al45C2,557.0
YFe2Co2B,610.0
La3Fe85B12,477.5
Dy2Mn5Fe12,232.0
Lu(Fe5Si)2,540.0
MnFeCoGe,750.0
Sm0.9Zr0.1Fe8.4Co2.8Mo0.8,775.0
Ho2InNi2,10.5
Dy2InNi2,19.0
Nd2InNi2,10.5
Pr2InNi2,7.5
TmAlCo4,511.0
TmCo5,1020.0
La0.7Mn0.7Fe0.3Te0.3O3,84.5
La0.7Mn0.9Fe0.1Te0.3O3,175.5
Nb1Fe75.24Si8.91B9.9P4.95,627.0
Fe19Co,1100.0
Gd3(GaNi3)2,104.0
GdTiSi,294.0
Sm2O3,292.0
Mn0.02Sn0.98C0.1O1.9,402.26
Mn1.2Sn0.8Ru2,310.0
Fe13Rh7,845.0
Dy11Al2Co6Si,34.0
Ho11Al2Co6Si,18.0
NdGa,42.0
Gd3Er3Mn23,465.0
Gd3Y3Mn23,497.0
Th(CoSi)2,187.0
Th(CoGe)2,120.0
Mn3As2,270.0
GdZn,268.0
Fe51Co49,1236.0
Ca0.3La0.65Mn1Pb0.05O3,286.0
Ca0.3La0.65Mn0.9Cu0.1Pb0.05O3,223.0
Tm3AlCo,5.0
Er3AlCo,10.3
Ho3AlCo,22.3
USiRh,9.5
Sr2Fe1Mo0.3W0.7O6,270.0
Sr2Fe1Mo0.1W0.9O6,70.0
Gd1H0.2,296.0
PrGaCo4,470.0
NiI2,129.0
FeCl2,109.0
MnGeRh2,450.0
PrV7(FeB)7,455.5
PrNdV12(FeB)12,600.0
Pr2MnFeO6,576.0
Mn2GaC,760.0
Gd11Al4Co5,110.0
NdSnRh,10.3
PrSnRh,3.0
Tb6Co2Si3,186.9
Nd6Co2Si3,84.5
Er2Ga2.5Ni1.5,5.65
Ho2Ga2.5Ni1.5,11.85
Dy2Ga2.5Ni1.5,16.1
Tm2Ga2.5Ni1.5,4.8
La1Mn0.8Cr0.2O3,156.0
Ce2BF14,442.0
La2BF14,530.0
Sr0.5La0.5Mn1O3,352.0
DyAlNi,31.0
Y(VFe5)2,532.0
Ce2(MnCo5)3,740.0
Ce2Mn2Co15,772.0
Ce2Co17,1100.0
Nd(FeP3)4,1.94
Ce3Sn6Ru,3.0
MnSe2,317.0
Fe7Co3,1248.0
Mn1Fe0.1Ni0.9Ge1,218.0
Mn2AlCo,720.0
Dy2AlFeO6,7.8
FeCoCuO4,688.0
Zr7Fe82.5Co2.75Cu1Ni2.75B4,398.0
Zr7Fe88CuB4,295.0
Nd1Ti0.5V1Fe10.5,586.0
Ga14Co25Ni11,360.0
Sr1.85Nd0.15Fe1Mo1O6,428.0
Li1Mn1.5Cu0.5O4,39.0
Li1Mg0.5Mn1.5O4,23.0
Li1Mn1.5Zn0.5O4,21.0
InCuTe2,980.0
Ce0.02In0.9Co0.08Cu1Te2,783.0
GdCrO4,25.0
Na0.05Sr0.4Pr0.55Mn1O3,289.0
GaFe19,948.0
Eu(FeSb3)4,82.0
Pr(FeSb3)4,5.0
Np2Ga3Pt,26.0
MnGaSe3,910.0
MnGaTe3,720.0
CrSnTe3,170.0
Co2Se3,600.0
Fe2Si,780.0
LaFe13Si13H,303.0
Gd1Al0.4Fe1.6,540.0
Fe55Co25(B3P7)2,705.0
Fe5Co5Ni5B2MoP2,560.0
Zr11Fe89,208.0
CeO2,840.0
PrTiFe11H,604.0
PrTiFe11,547.0
Gd(AlFe)6,345.0
GdInNi,85.4
0.15Nd0.85Mn1O3,99.6
NdMnO3,67.2
Ga26Fe55Co19,849.0
La7Fe88B5,329.0
Fe80P13C7,573.5
La7Ce2Fe86B5,313.0
LiMnZn,34.0
TbZn,204.0
Nd(Fe5Mo)2,388.0
U3(CuGe)4,71.0
La1Fe11.57Si1.43H1,308.08
TiGaCo2,128.0
TiFe2,430.0
La1Fe11.6Si1.4,193.5
TmAlAg,3.3
TmAlZn,2.8
Fe0.28Co0.72,1173.0
Sm2Fe14Co14B,1048.0
SmFe12(Co2B)6,384.5
AlCoNi,916.5
Mn1Ga0.88Cu0.12Ni2,340.0
Mn0.75Ga1Cu0.25Ni2,308.0
Gd6FeTe2,212.0
Ho5(FeTe)2,76.0
Dy5(FeTe)2,128.0
Gd5(FeTe)2,274.0
La1Fe11.172Co0.228Si1.6,226.0
Gd11Al5Co4,105.0
NbGaCo2,548.7
Be2Fe,823.0
EuCrO3,181.0
EuFeO3,662.0
Bi2Sb2Te3,16.0
Pr15Ge9C,30.0
Zr1Co5.1,773.0
Sr0.3La0.5Gd0.2Mn1O3,270.5
Nb3Cr14Fe60CuSi13B9,226.0
Nb3Cr17Fe57CuSi13B9,156.0
AlCoCuO2,80.0
Ta8Fe21.7Co40.3B30,536.0
Mn17In7FeNi25,303.0
Gd19Pd6,318.0
Er1Co4.5B0.5,754.0
ErNi5,10.0
HoNi5,5.0
Cr9Co35Pt6,673.0
Tb4Gd2Mn0.25Fe0.75Sb1Te1,292.0
Dy6MnBi2,370.0
Dy6FeBi2,134.0
Tb3Gd3FeSbTe,258.0
Tb6FeSbTe,200.0
Gd6FeSbTe,300.0
Ba0.5Sr1.5Mg2Fe12O22,670.0
MnCoNiGe,583.0
Gd3Ti1.5Fe27.5,525.0
Y3Ti1.5Fe27.5,386.0
DyFe,343.0
TbFe,403.0
Dy2Co3,195.0
Tb2Co3,230.0
PrCu5,2.5
PrNi5,3.6
ErSiNi2,7.0
HoSiNi2,9.0
DySiNi2,17.0
La1Fe10.5Co1Si1.5,308.0
Co4Pd,1261.0
Gd3Ru,54.0
Cr36.8Fe36.8Cu55.2Si8C36.8,400.0
EuGdO,123.0
Mn3Ge,820.0
FeGe,280.0
Pr0.3Sm0.7Fe1.55,630.0
Fe1.95Si0.4P0.6,676.0
Mn0.08Ge0.92Te1,200.0
Lu2Fe14C,495.0
Mn20Ga24.5Fe1Ni54.5,341.0
Mn20Ga24.5Ni55.5,321.0
VFe12,1109.36
GaFeW,541.29
Tb2MgCo9,709.0
CrSI,350.0
Nb7Fe69Co8CuB15,346.0
Nb9Fe75CuB15,373.0
CrFe,850.0
TiAlVCr,1000.0
YFe7Si,465.0
Eu2H6Ru,29.0
La(FeAs3)4,3.8
HoRh,10.2
ErRh,3.3
Ni7Pd18,318.0
Nd5Si3,112.0
Nd5Si2.5Ge0.5,123.0
Tb0.5Dy0.25Ho0.25Al0.25Co1.75,182.0
Tb0.4Dy0.3Ho0.3Al0.25Co1.75,180.0
Zr10Fe63Ni7B20,425.0
Zr5Fe28Ni7B10,495.0
DyCo,106.0
Zn0.95Co0.05O1,380.0
Ho2Co17,1177.0
Gd(Co2B)6,162.0
Sr2CrMoO6,450.0
Fe13Co7,1250.0
CoCuNiI,613.0
CoCuNiI2,771.0
Ta3(NbCo9)10,360.0
Nd16Fe72B9.6C2.4,574.0
Mn3InC,272.0
Gd5Fe5Pd90H5.65,140.0
GdFePd18,135.0
YCrFe38(SiB)5,564.4
AlCrFeCo,460.0
Mg0.1Fe0.9O4,713.0
Al2FeO4,8.0
Fe0.021Sn0.979S2,31.0
Dy0.05Fe2Co0.95O4,693.0
Tm2Ga4Fe13,240.0
Sm2Ga4Fe13,183.0
Er2Ga4Fe13,226.0
FeCoGeRu,833.0
Al3Fe7,674.0
Al19Fe81,750.0
Ba1Ti1.3Fe9.4Co1.3O19,523.0
Zn7FeO8,916.0
Fe0.65Ni0.35,530.0
MnGa,400.0
Mn39Co7Ni43Sn11,400.0
Fe23B6,693.0
Mn0.15Zn0.18Fe0.67O4,323.0
MnB2,143.0
Mn3Ga2Ni5,350.0
Mn3(SiTe3)2,78.0
Mn3(SiSe3)2,67.0
DyTiFe11H,600.0
DyTiFe11,552.0
Mn0.13Fe0.06Ge0.81,209.0
Mn11Ge8,285.0
Nd2Ti1.4Fe12.6B1,406.0
Nd(VFe)12,602.0
Nd(CrFe)7,439.0
Nd(FeCo)7,623.0
Fe44Si19Ni37,550.0
Fe11Si4Ni5,650.0
Mn0.5Ga1Fe0.5Ni2,434.0
Mn1.15Fe0.85Si0.45B0.03P0.52,228.0
ZrCrCuS4,62.0
Sr0.5Pr0.5Mn1O3,265.0
In1Fe0.1Se0.9,870.0
TbCo3,506.0
CeCo3,78.0
Pr2GeRh3,8.5
Mn2.25Ga0.5Co0.75Sn0.5,725.0
Tb3(AlNi3)2,57.3
Gd3(AlNi3)2,105.1
Sr0.3Nd0.7Mn1O3,203.0
FeCuPt,553.0
Er(MnSn)6,75.0
Dy(MnSn)6,393.0
Mn0.09Zn0.91O1,108.0
FeSe,325.0
Ti0.9Fe1.1O3,123.0
Tb1Mn0.4Co2,347.0
Sr0.5La0.5Co1O3,235.0
Mn2CoSn,600.0
Sr0.33La0.67Mn0.9Cr0.1O3,328.0
Pr7Rh3,15.6
Ce7Rh3,6.8
Sr0.05Ca0.95Ti3.8Fe0.6Cu2.85O12.35,50.0
UI3,100.0
UBr3,125.0
UCl3,160.0
NbFeCuNi,567.0
TbCuSi,47.0
GdCuSi,49.0
PrCuSi,14.0
La0.04Al0.5Zn0.5Fe1.46Co0.5O4,571.5
Mn2Tl2O7,142.0
Gd5Si3.25P0.75,332.0
Gd5Si2.75P1.25,184.0
Nd5Fe17H16,573.0
BaLaEuCuO5,6.0
NdInPd,30.0
Er1In1.1Ni0.9,8.0
FeNi2,770.0
Mn1.1Fe0.9As0.53P0.47,289.0
Mn1Fe1As0.53P0.47,293.0
Mn1Fe1As0.55P0.45,306.0
Zr0.1Mn1.12Sb1,293.0
Ce5(Fe14B)3,483.0
Pr1Er1Fe15Si3.5,537.0
Pr1Er1Ga3.5Fe15,528.0
Nb2Fe74.5Cu1Si17.5B5,638.0
